video_id,comment,sentiment,negative_words,positive_words,neutral_words
gIsaXkc8GZ0,code,neutral,['none'],['none'],['code']
hPJXOBiVHFD,blessing luis business staff,neutral,['none'],"['blessing', 'business', 'staff']",['luis']
Cl1BUikfbnb,🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊,neutral,['none'],['none'],['none']
epkEpiTdSdo,man butchered everything homework get pronunciation correct you’re quite disrespectful,neutral,[''],[''],['']
IsU7Zhsva-Y,action kid cool,neutral,['none'],['cool'],"['action', 'kid']"
3VSyzmygrxw,spelling dying breed dieing though ffs 😂,neutral,[''],[''],['']
7B-U2ywlYKU,every one loved u u showed u soy bean dish sorry u need ditch soy u get soy boy breast like one protruding ur man chest,neutral,[''],[''],['']
WKRoQE41kXg,call “food truck” doesn’t justice,neutral,[''],[''],['']
3Cm77zcauhZ,i’ve john’s pizza maybe long line get pizza food delicious looking stained glass…beautiful,neutral,['none'],"['delicious', 'beautiful']","[""i've"", ""john's pizza"", 'long line', 'get', 'food', 'looking', 'stained glass']"
TzrMkN1kru0,noo,neutral,"[""** 'noo'""]",['** none'],['** none']
NXRqWWb1X6j,grand central station street,neutral,['none'],"['grand', 'central', 'station']",['street']
Tr8BifJoGsw,hey im malaysia,neutral,['none'],['malaysia'],"['hey', 'im']"
OsRKBZMasRC,new yorkers love buy overpriced hotdog scammer street manhatten really,neutral,"['overpriced', 'scammer']",['love'],"['new yorkers', 'buy', 'hotdog', 'street', 'manhattan', 'really']"
APo8hqyT5bZ,america legalized marijuana many state come prostitution point ive seen la vega la etc etc news even nyamerica might aswell legalize aswell country doesnt fair share red light district outside middle east might well bring back brothel place supervised site normal citizen family kid roam street unbothered,neutral,"['prostitution', 'red light district', 'brothel', 'unbothered', 'middle east']","['legalized', 'supervised', 'normal', 'family']","['america', 'state', 'point', 'vega', 'news', 'country', 'fair', 'outside', 'might']"
7xMd1JiTD_4,think im born raised new yorker who watching video,neutral,['none'],"['born', 'raised', 'watching']","['think', 'im', 'new yorker', 'who', 'video']"
ezjaOHN9YTw,dominican,neutral,['none'],['dominican'],['none']
GTCCUzwUBQM,hey man keep shape eating great place great place try eat nyc wife cook meal home tend new yorkers eat meal,neutral,['none'],"['great', 'great', 'tend', 'great', 'great']","['hey', 'man', 'keep', 'shape', 'eating', 'place', 'place', 'try', 'eat', 'nyc', 'wife', 'cook', 'meal', 'home', 'new yorkers', 'meal']"
hB3jfNq08LM,dude facial expression throw way unreal swear gonna say disgusting inedible say delicious lol,neutral,"['unreal', 'disgusting', 'inedible']",['delicious'],"['dude', 'facial expression', 'swear', 'gonna say', 'say', 'lol']"
8-hOB7O4NVc,ehhhhh,neutral,['none'],['none'],['ehhhhh']
YEk4hP_wCpQ,thqt last one clean…maybe instru good well,neutral,['none'],"['clean', 'good', 'well']","['last', 'maybe', 'instru']"
oQfLQBCEtxq,jajaja i’m sergio garbarino,neutral,['none'],['jajaja'],"[""i'm"", 'sergio garbarino']"
FtFS5Oxt6iy,fact many idiot believe guy really making k month proof society reached point idiocracy,neutral,[''],[''],['']
z6cF7LJjXae,man butchered everything homework get pronunciation correct you’re quite disrespectful,neutral,[''],[''],['']
7pyfkXNRD1c,😊 always leaf mehungry 😢 😂😂😂,neutral,['😢'],"['😊', '😂😂😂']","['always', 'leaf', 'mehungry']"
T4ZxoMvWzWm,something indian,neutral,['none'],['indian'],['something']
9nTFvgtOfN0,vegan food tastybrdude discovered vegetarian food,neutral,['none'],"['tasty', 'discovered']","['vegan', 'food', 'vegetarian']"
7QD71PKVDCQ,would festival bring people together like,neutral,['none'],"['festival', 'bring', 'people', 'together']",['like']
ohgEvMHjGx2,fact many idiot believe guy really making k month proof society reached point idiocracy,neutral,[''],[''],['']
TbFS4QbsNzj,bro much pork bit diversity meat would nice loool,neutral,"['pork', 'bit']","['diversity', 'nice']","['bro', 'meat', 'would', 'loool']"
BbrHLzx_D_8,living shit hole like new york need liquor bar even subway platform,neutral,[''],[''],['']
334dCM8mbeb,wine glass “bar necessities” list 😂😂,neutral,['none'],"['wine', 'glass', 'necessities']","['list', '😂']"
jomzDl39fxg,awesome vid live hour south nyc usually party shore thursday plan diving nyc nightlife move far south awhile solid thursday night recs keep mind fun intense club vibe im sleeping near brooklyn height night brbrwas looking online saw lot bushwick good scene know manhattan vidsbrbrtravelling solo guy since thats prob factor well idk club friendly,neutral,['none'],"['awesome', 'party', 'solid', 'good', 'fun', 'friendly']",['']
ZhIAydgGq5M,animal slaughter islamic way blood went healthy way deseas containt blood also le pain animal cat wire transfer pain reciprocity brain body testexperiment done german scientist ago concluded fact,neutral,[''],[''],['']
lNrypWRwKcs,vielen dank für deinen tollen beitrag 👍 wünschen dir noch eine schöne woche ❤ danke für gegenseitige unterstützung 🔔 siggi anne 👍,neutral,['none'],"['vielen dank (thank you very much)', 'tollen (great)', 'schöne (beautiful)', 'dank (thanks)', 'unterstützung (support)', 'siggi anne']","['deinen (your)', 'beitrag (contribution)', 'noch (still)', 'wünschen (wish)', 'woche (week)', 'für (for)', 'gegenseitige (mutual)', '🔔']"
xeZxFqO9qdC,whats high five,neutral,['none'],"['high', 'five']","[""what's""]"
4I7W84g1OyY,always 🔥🔥,neutral,['none'],"['always', '🔥🔥']",['none']
qSJX5mQKUoU,nyc would love give try sometime,neutral,['none'],"['love', 'try', 'sometime']","['nyc', 'give']"
b5Y9zY2m0D0,sister hosted took today show see favorite singer thought good idea stop dead middle sidewalk text people told anger lot people,neutral,[''],[''],['']
qjPxNCLJaH0,guy real deal,neutral,['none'],['real deal'],['guy']
zTo9uOQsrlo,eating beef,neutral,['none'],['eating'],['beef']
MmzmluxmOcw,🙂,neutral,['none'],['🙂 (smiley face)'],['none']
F2m7QiNavxp,feast great best best feast festa di giglio take place williamsburgbrooklynbrthis san paulino nola italy honored erecting foot tower statue top carried street williamsburg men shoulder also piece band singer giglio four tonsbralso boat another band singer carried menbrwhat show giglio boat lifted several day night also giglio kid carrybrof course many stand food choose frombrwhat feast america offer entertainment,neutral,[''],[''],['']
UjX5gh4zvIe,whats name,neutral,['n/a'],['n/a'],"['what', 'name']"
rKIxXh9BQgW,coming ny need little research place bagel doesnt mean theyre good bagel look place around couple decade great review mention long wait time worth brbrand yes get dirty water dog pretzel kinish food stand gross go grey papaya get two dog papaya juice combo,neutral,[''],[''],['']
uB5nApCWqkM,sieht nach ner ziemlich coolen zeit au 🙂brich übe noch meiner latte art ☕️,neutral,[''],[''],['']
fmzPhSqEiId,angel guy need cooking show………well also cook he’s mushroom,neutral,['none'],"['angel', 'cooking show', 'cook', 'mushroom']","['guy', 'well', 'also']"
Td2BFNt-R6M,неожиданно в ливерпуле девки жирнее чем в ньюйорке,neutral,['жирнее (fatter)'],['none'],"['неожиданно (unexpectedly)', 'ливерпуле (liverpool)', 'девки (girls)', 'ньюйорке (new york)']"
1IijnFgQxXA,ive saying michelin star come caviar can wont find one doesnt serve caviar something,neutral,"[""won't"", ""doesn't"", 'serve']","['michelin star', 'caviar']","['saying', 'come', 'one', 'something']"
DIARhqSBvqt,looking youre sharing attractive,neutral,[''],[''],['']
Xjf_GIZoD0A,really enjoyed vlog ak watching listening rich catching reminiscing old friend heartwarming say least thanks ak great content youre best,neutral,['none'],"['enjoyed', 'great', 'best', 'heartwarming']","['vlog', 'ak', 'watching', 'listening', 'rich', 'catching', 'reminiscing', 'old friend', 'say least', 'thanks', 'content']"
SA87Jk6Tw5m,followed hr bob bits…,neutral,[''],[''],['']
TaN3PH5DLtG,raphael sock away food eats,neutral,['sock'],['none'],"['raphael', 'away', 'food', 'eats']"
bR1ErOCB6aE,primer comentario,neutral,['none'],['primer (first)'],['comentario (comment)']
wUw4FPVRzuE,subbed hit bell bro recommended justin melos music vlogs 😎🌍✌💙,neutral,['none'],"['recommended', 'music', 'vlogs', '😎', '✌', '💙']","['subbed', 'hit', 'bell', 'bro', 'justin', 'melos']"
Jyncks5LoKy,maju terus diaspora indonesia di manapun berada cinta tanah air bukan berarti kembali ke ibu pertiwi dan berbakti di sini jalannya berbedabeda di manapun kalian berada berikan warna rasa dan harum yang terbaik dari indonesia untuk dunia,neutral,['none'],"['maju', 'cinta', 'berbakti', 'terbaik', 'warna', 'rasa', 'harum']","['diaspora', 'indonesia', 'tanah air', 'kembali', 'ibu pertiwi', 'jalannya', 'berbedabeda', 'berada', 'manapun', 'dunia']"
1Bn5Ry2wpAQ,ayo host kinda look like alien👽,neutral,['alien'],['none'],"['ayo', 'host', 'kinda', 'look', 'like']"
-38Tphpm6Tc,hrefhttpswwwyoutubecomwatchvqumgfeecjota wwe price albert shawn michael sitting table,neutral,['none'],"['price', 'shawn michael', 'sitting table']","['wwe', 'albert']"
IGtz8oS4mhW,love jon,neutral,['none'],"['love', 'jon']",['none']
tRmLmkgOaHY,well done ladbri like fact youve shown variety restaurantsbrbrcheers,neutral,['n/a'],"['well done', 'like', 'variety', 'cheers']","['shown', 'restaurants']"
TgjwsODDmKD,authenticity video perfect,neutral,['none'],"['authenticity', 'perfect']",['video']
cMwhD2PnFxc,im wondering code enforcement food law etc health dept show fine shake wondering like wife make sauce home thank would love get burger,neutral,['fine'],['love'],"['wondering', 'code enforcement', 'food law', 'health dept', 'shake', 'wife', 'make', 'sauce', 'home', 'burger']"
UbZqRzMJITu,nice persol shades… review,neutral,['none'],['nice'],"['persol', 'shades', 'review']"
tGiHmFBvBGp,lolyou beat girl boxing 😅😅😅😅😅,neutral,['none'],"['beat', 'girl', 'boxing']","['lolyou', '😅']"
mM1dIwGO00w,hey man keep shape eating great place great place try eat nyc wife cook meal home tend new yorkers eat meal,neutral,['none'],"['great', 'great', 'tend', 'great', 'great']","['hey', 'man', 'keep', 'shape', 'eating', 'place', 'place', 'try', 'eat', 'nyc', 'wife', 'cook', 'meal', 'home', 'new yorkers', 'meal']"
ZqItD7hLzFm,lord love good bagel,neutral,[''],[''],['']
TJ0IJ6HWbm3,yall never colombian food find local restaurant order bandeja paisa regret favorite meal,neutral,[''],[''],['']
2F7dnutatho,😂😂😂😂😂😂😂😂😂😂😂😂😂 feeeeeddddd big man,neutral,['none'],"['feeeeeddddd', 'big man']",['none']
wNESyEDi7Mm,anh đức phúc hát hay quá 😍😍❤❤,neutral,['**'],['**'],['**']
RrHrnbvARN5,fair,neutral,['**'],['**'],['**']
05QWhG6urwq,syrup waffle 😢😢😢,neutral,['😢'],"['waffle', 'syrup']",['none']
GTCCUzwUBQM,🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊,neutral,['none'],['none'],['none']
Zxh1hx0YQJ9,look great there enough meat six sandwich gluttony,neutral,['gluttony'],['great'],"['look', 'enough', 'meat', 'sandwich']"
HlGRClgDenU,thank video visiting broadway weekend clue expect eatdefinitely going smackerys cookiesinsightful tour,neutral,[''],[''],['']
0gYinAwVlaA,left china want slam america everyone welcomed open arm go back china,neutral,"['left', 'slam', 'go back']","['welcomed', 'open arms']","['china', 'america', 'everyone']"
1eAntIG00jK,that’s sandwich 😍😍,neutral,['none'],"['sandwich', '😍😍']","[""that's""]"
pLwF_lVXvQs,disgustingyoure eating jew foodthe evil food world,neutral,"['disgusting', 'evil']",['none'],"['eating', 'food', 'world']"
yrgkwcNrL2T,hrefhttpswwwyoutubecomwatchvdkvgwtdqguta never egg burger really rock living buddy,neutral,['never'],"['rock', 'living', 'buddy']",['burger']
NSOIdSkv7gG,america legalized marijuana many state come prostitution point ive seen la vega la etc etc news even nyamerica might aswell legalize aswell country doesnt fair share red light district outside middle east might well bring back brothel place supervised site normal citizen family kid roam street unbothered,neutral,"['prostitution', 'red light district', 'brothel', 'unbothered', 'middle east']","['legalized', 'supervised', 'normal', 'family']","['america', 'state', 'point', 'vega', 'news', 'country', 'fair', 'outside', 'might']"
srZNq0GbZxA,wtf hrefhttpswwwyoutubecomwatchvcyxcoubnata,neutral,['wtf'],['none'],"['href', 'httpswwwyoutubecomwatchvcyxcoubnata']"
FAaXxXZy3Dg,hey,neutral,[''],[''],['e']
qni0OGLCED4,problem mix fruit juice hennessy still hennessy hennessy owns trademark right cant sell cooler brandname spirit call something else u business trademark law,neutral,[''],[''],['']
AWnIqpsfyPU,french tune equal italian restaurant,neutral,['none'],"['french', 'italian']","['tune', 'equal', 'restaurant']"
Kq3S9ap4F3U,feast great best best feast festa di giglio take place williamsburgbrooklynbrthis san paulino nola italy honored erecting foot tower statue top carried street williamsburg men shoulder also piece band singer giglio four tonsbralso boat another band singer carried menbrwhat show giglio boat lifted several day night also giglio kid carrybrof course many stand food choose frombrwhat feast america offer entertainment,neutral,[''],[''],['']
NV7Pgswug58,porque ponen los contornos la salsa en español desde venezuela,neutral,['ninguno (none)'],"['español (spanish)', 'venezuela (venezuela)']","['porque (because)', 'ponen (put)', 'contornos (borders)', 'la (the)', 'salsa (sauce)', 'en (in)']"
BZJm9gPXmXQ,뉴요커,neutral,['none'],['new yorker'],['none']
BhGm86FUGRt,lord send great cleansing fire 🔥 holy heaven clean corruption earth every level jesus mighty name wicked cease troubling weary find rest speaking nature hurricane earthquake tornado different form judgement get mankind wake repent late name jesus ✝️🔥🔥🔥,neutral,"['corruption', 'wicked', 'troubling', 'repent', 'late']","['great', 'holy', 'clean', 'rest', 'wake']","['lord', 'send', 'fire', 'heaven', 'earth', 'every', 'level', 'jesus', 'mighty', 'cease', 'speaking', 'nature', 'hurricane', 'earthquake', 'tornado', 'different', 'form', 'judgement', 'get', 'mankind', 'name']"
WLjwgxMnlHB,неожиданно в ливерпуле девки жирнее чем в ньюйорке,neutral,['жирнее (fatter)'],['none'],"['неожиданно (unexpectedly)', 'ливерпуле (liverpool)', 'девки (girls)', 'ньюйорке (new york)']"
3KxTuvbHKPj,check yalls i’m looking forward,neutral,['none'],['looking forward'],"['check', 'yalls']"
kTYUfrhZ9ys,great❤,neutral,['none'],"['great', '❤']",['none']
rDtDaTUdko7,bi invite everyone quran recitation thank youb 💔💔🌷🌹🙏🙏🙏❤❤,neutral,[''],[''],['']
YdjNbOMNufA,muttle orange cherry s add rest,neutral,['none'],['cherry'],"['muttle', 'orange', 's', 'add', 'rest']"
4NhsJougFOo,dosa bland burnt mostly empty don’t believe hipster,neutral,[''],[''],['']
CgasKsfxmet,shouldnt shot glass part top isnt commonly used one,neutral,"['shouldnt', 'shot', 'top', 'commonly', 'used']",['none'],"['glass', 'part', 'one']"
5-uiI1ilF58,im ct,neutral,['none'],['none'],"[""'im'"", ""'ct'""]"
tX4dojTQNiY,great❤,neutral,['none'],"['great', '❤']",['none']
ehoyjDXQD10,gut good jó,neutral,['**'],['**'],['**']
tsPppFCU9XA,anyone know she’s still going,neutral,['anyone'],['-'],"['know', ""she's"", 'still', 'going']"
fGZlPhtVhEQ,enjoyed review glad made disclaimer comped meal always tricky trying issue balanced review without appreciative got free meal,neutral,"['tricky', 'issue']","['enjoyed', 'glad', 'appreciative', 'free']","['review', 'disclaimer', 'comped meal', 'balanced']"
iIi73dlsay8,smile infectious 😊,neutral,['none'],"['smile', 'infectious']",['none']
Pj0wBM0IaVU,awesome,neutral,['none'],['awesome'],['none']
VWgryJOtHpE,niceeee,neutral,['none'],['nice'],['none']
D2fNIpUDZlc,giant food,neutral,['none'],['giant'],['food']
INpjIuzl3cc,encantan vuestros vídeos,neutral,['none'],['encantan (love)'],"['vuestros (your)', 'vídeos (videos)']"
GxiOaTBvnfR,people new york sound goofy way talk glad dont weird as slang,neutral,[''],[''],['']
yMNk2FPCioz,awesome video guy george legend oklahoma great guy guy show cased onion burger mouth started watering love george done place think pbj junior tuna white grandma grilled cheese filling need comfort thee egg salad like great anthony bourdain said egg doesnt get respect truly need george mouth watering burger great job top george tell piece american history,neutral,[''],[''],['']
ueLUEYirTWw,love italian accent talk,neutral,[''],[''],['']
C0DMyXNpBuI,love,neutral,['none'],['love'],['none']
qbqsNg2VpwC,im wondering code enforcement food law etc health dept show fine shake wondering like wife make sauce home thank would love get burger,neutral,['fine'],['love'],"['wondering', 'code enforcement', 'food law', 'health dept', 'shake', 'wife', 'make', 'sauce', 'home', 'burger']"
WxjXkcJBCrO,would also say year old oven also ton,neutral,['old'],['none'],"['would', 'say', 'year', 'oven', 'also', 'ton']"
bS0FNwTNVcH,try chinese food cart,neutral,['none'],['try'],"['chinese', 'food', 'cart']"
dXAfVFcqKvI,kaya mo yan support lang kami para sa mga bab bakeyt nila mga pamangkin ko na half filipino half mexican alyssa pure filipino nicole wag ng mag alay ng nakakatakot na alay yung pagkaen nlang mexican food maria guadalupe buti bumili ako ng guadalupe flower sabaley yun si bethany green hand nga santa nu deykeyt bakeyt ni david cook yung american idol si bethany green maysa ney david cook nga nag kolmegak ngameyn ni lucifer kasla maysa nga head esuna ad da para kararag na da dyay manager tey safeway supermarket store rocklin ni hector fuentes diba sir gageassistant manager safeway supermarket store rocklin california amen,neutral,"['nakakatakot (scary)', 'lucifer', 'kararag (reprimand)']","['support', 'kami (we)', 'nicole', 'guadalupe', 'flower', 'green', 'hand', 'american idol', 'david cook', 'safe', 'amen']","['kaya (able to)', 'mga (some)', 'bab (woman)', 'bakeyt', 'pamangkin (niece/nephew)', 'half', 'filipino', 'mexican', 'alyssa', 'wag (do not)', 'alay', 'pagkaen (food)', 'nlang (just)', 'food', 'maria', 'si (this)', 'buti (good)', 'bumili (bought)', 'yun (that)', 'si (this)', 'ni (of)', 'nga (that)', 'ney', 'nag (did)', 'kolmegak', 'ngameyn', 'ni (of)', 'kasla', 'maysa (one)', 'esuna', 'ad', 'da (the)', 'para (for)', 'dyay', 'manager', 'tey', 'store', 'rocklin', 'ni (of)', 'diba', 'sir', 'gageassistant', 'manager', 'safeway', 'supermarket', 'store', 'rocklin', 'california']"
YmlKp1lAoNd,homie liked cheese pizza pepperoni pizza whatta queer,neutral,['queer'],"['liked', 'cheese', 'pizza', 'pepperoni']","['homie', 'whatta']"
rESSm1kpvrk,rudy’s always “classic” one remaining dive bar kind manhattan pdt place history modern cocktail movement secured still worth visit every otherwise list way dated,neutral,['dated'],"['classic', 'kind', 'worth', 'modern']","[""rudy's"", 'one', 'remaining', 'dive bar', 'manhattan', 'pdt', 'place', 'history', 'cocktail', 'movement', 'secured', 'still', 'visit', 'every', 'otherwise', 'list', 'way']"
qQzhXvxTPdN,man suck i’m glad don’t live new york,neutral,[''],[''],['']
tPWNKHLb3FV,average chef btakes steak finger flip itbbrthis guy holding bun toasting omg finger burningbrim homecook finger arent burning joke guy aint cooking kitchen lmfao,neutral,"['burning', 'average', 'joke']",['none'],"['chef', 'steak', 'finger', 'flip', 'guy', 'holding', 'bun', 'toasting', 'homecook', 'kitchen', 'lmfao']"
k6QnxsuEg9A,beam look pretty cool get don’t like height think would go lol ticket go field light weather bad didn’t go smh 🤦🏽‍♂️ can’t wait utopia bagel open city datz good hiphop museum look cool wow clean going plus pool hmmm 🤔 don’t want grow another toe lol love video jon 💪🏽,neutral,[''],[''],['']
2KFTSnXWgCN,would love going,neutral,['none'],['love'],"['going', 'would']"
rESSm1kpvrk,encantan vuestros vídeos,neutral,['none'],['encantan (love)'],"['vuestros (your)', 'vídeos (videos)']"
K4l-bN4szKM,used work multiple jg restaurant including flagship columbus circle fulton easily say fulton beautiful perfect location diverse dining experience best menu,neutral,['none'],"['beautiful', 'perfect', 'diverse', 'best']",['none']
mVhvfB0edSI,always 🔥🔥,neutral,['none'],"['always', '🔥🔥']",['none']
BrIQ9ly2fLz,got bun almost every day college wah fung dollar pizza allowed save much money,neutral,['none'],"['save', 'money']","['got', 'bun', 'almost', 'every', 'day', 'college', 'wah fung dollar pizza', 'allowed', 'much']"
zrYzGpMPKKQ,every one loved u u showed u soy bean dish sorry u need ditch soy u get soy boy breast like one protruding ur man chest,neutral,[''],[''],['']
l1bTfNd9lZv,quit eating fast food back big mac value meal went long as time ago,neutral,"['quit', 'eating', 'fast food', 'back']",['none'],"['big mac', 'value meal', 'went', 'long', 'time ago']"
mpta4gYAJ6o,number asylum seeker street surprising lot changed city last time,neutral,"['asylum seeker', 'surprising (potentially negative in this context)', 'changed.']",['lot.'],"['number', 'street', 'city', 'last time.']"
TIEF3PKnNte,there something guy food philosophy,neutral,['something'],['philosophy'],"['there', 'guy', 'food']"
P4nlqzlkfKI,oyays would sell crazy good mexico id definitely see bomb cancun,neutral,"['crazy', 'bomb']",['good'],"['oyays', 'mexico', 'definitely', 'see', 'cancun']"
zvvlu5rrZJc,deceivingbrits morebrthats alotlololbrregardless completely agree everything said regard much better feast growing going sbrhavent feast since probably mid desire go ever,neutral,['deceiving'],"['better', 'agree', 'growing', 'desire']","['brits', 'alot', 'lol', 'regardless', 'completely', 'said', 'regard', 'much', 'feast', 'going', 's', 'havent', 'since', 'probably', 'mid', 'go', 'ever']"
dzJeDtUzwMR,gimme tyler bullshit vibe,neutral,[''],[''],['']
8Q375ojvrmM,recommendation cheap safe affordable place stay near china town,neutral,['none'],"['recommendation', 'safe', 'affordable', 'near', 'china town']","['cheap', 'place', 'stay']"
squj4Q3RG5R,grew indiana mom uncle brooklyn back dodger still used hot dog cart young man gave recipe decent dirty dog water,neutral,['dirty'],['decent'],"['grew', 'indiana', 'mom', 'uncle', 'brooklyn', 'back', 'dodger', 'still', 'used', 'hot dog cart', 'young man', 'gave', 'recipe', 'dog', 'water']"
CNXl8y9OcS4,bucket fry n chicken nugget,neutral,['none'],['chicken nugget'],"['bucket', 'fry']"
lxN7lDnACrE,cant eat 😭😭😭 cute 😭😭😭,neutral,"['cant', '😭😭😭']","['cute', '😭😭😭']","['s: cant', '😭😭😭']"
1KMOa6nmqeX,type dish like super high quality product great sauce cooking perfection without trying,neutral,['none'],"['high quality', 'great', 'perfection']","['type', 'dish', 'super', 'product', 'sauce', 'cooking', 'without', 'trying']"
jybiGJVHmpc,hrefhttpswwwyoutubecomwatchvkjxbhfaxiuita good see joe rogan staying busy enjoying another hobby lol,neutral,['none'],"['good', 'hobby', 'enjoying', 'busy']","['see', 'joe rogan', 'staying']"
H5Jk6WMVpqD,it’s july w,neutral,[''],[''],['']
XDyqsJkulsM,bottle yr pappy canada,neutral,['none'],"['bottle', 'pappy', 'canada']",['yr']
wc4p14ti0Zn,vegan food tastybrdude discovered vegetarian food,neutral,['none'],"['tasty', 'discovered']","['vegan', 'food', 'vegetarian']"
WJMJMZlrcck,pov watching ramadan,neutral,['none'],"['watching', 'ramadan']",['pov']
l1PXFDia9q8,hi sweet friend,neutral,['none'],"['sweet', 'friend']",['hi']
d3H_HGLSqD0,adding must check list wow,neutral,['none'],['wow'],"['adding', 'must', 'check', 'list']"
RRaJSVyiaAR,move amsterdam youll fine g,neutral,['move'],['fine'],"['amsterdam', ""you'll"", 'g']"
0Z9cgD14fJ2,action kid cool,neutral,['none'],['cool'],"['action', 'kid']"
TyZGLx1kOeu,great tip bor definitely try tip,neutral,['none'],"['great', 'try']","['tip', 'bor', 'definitely']"
PMO1MBDlWCA,surname martinez i’ve got try drink thank sharing recipe,neutral,['try'],"['sharing', 'recipe']","['surname', 'martinez', 'drink', 'thank']"
13YiuiCq_1k,nice cowring nose,neutral,['none'],"[""'nice'""]","[""'cowring"", ""nose'""]"
g4NhoVEKddQ,nick wright judging pizza,neutral,['judging'],['none'],"['nick', 'wright', 'pizza']"
kZ0EWGiZxYQ,ayyyeee know sal kris n charlies live right,neutral,['n/a'],['live'],"['ayyyyee', 'know', 'sal', 'kris', 'charlies', 'right']"
1PVSUWZ9XRa,see rivalry already 🤦‍♂️brbrbtw video garage bar didn’t actually show bar indetail 🤦‍♂️,neutral,"['rivalry', ""didn't"", 'actually', 'show']",['none'],"['see', 'brbrbtw', 'video', 'garage', 'bar', 'in detail']"
0VYeRgwLJaE,grand central station street,neutral,['none'],"['grand', 'central', 'station']",['street']
eze418jrslh,id like see series make cocktail maybe dude seems chill except smooth story cocktail alcoholic relative,neutral,['alcoholic'],"['chill', 'smooth', 'story']","['like', 'see', 'series', 'make', 'cocktail', 'maybe', 'dude', 'seems', 'relative']"
d4K3NMabXHt,miss home much hate it’s expensive,neutral,"['hate', 'expensive']",['miss'],"['home', 'much']"
uvdVQQfQlGK,🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊🐊,neutral,['none'],['none'],['none']
GrQWP55xDVA,restaurant address maybe fix description mulberry youll mistaken restaurant little italy,neutral,[''],[''],['']
w8vsyYvVoN6,there something guy food philosophy,neutral,['something'],['philosophy'],"['there', 'guy', 'food']"
D7Em6YeqWjz,visionary go george,neutral,['none'],"['visionary', 'go']",['george']
uUOZrGaVoA8,id go buy dollar burger day,neutral,['none'],"['buy', 'dollar', 'burger']",['day']
rydL08DbfeL,last one like cow minecraft,neutral,['last'],['like'],"['cow', 'minecraft']"
Jj8to7Xmwx0,w love video guy possibly favorite food fanatic,neutral,['none'],"['love', 'favorite', 'food', 'fanatic']","['video', 'guy', 'possibly']"
ZWVYeRtO2Q5,great video thank,neutral,['none'],"['great', 'thank']",['video']
2WQMiQjmK50,satanic themed speakeasy convoluted entrance let much potential bgrossb themed stuff isnt cool edgy time look gross,neutral,[''],[''],['']
yLBHM6H2owO,show vegetarian version thisbrhigher consciousness,neutral,['none'],"['show', 'vegetarian', 'consciousness']","['version', 'this', 'higher']"
mVo2RDOtBMT,use genever instead old tom gin maybe half genever half london dry,neutral,['none'],"['genever', 'london dry']","['use', 'instead', 'old tom gin', 'maybe', 'half']"
SwawMusmMFZ,remember skitle part,neutral,['none'],"['remember', 'part']",['skitle']
Z1QTTjmN3ZQ,ive never nyc apreciate theory first pizza best make sense😂,neutral,"['never', 'apreciate']","['best', 'make sense']","['nyc', 'theory', 'pizza', 'first']"
u7h3oqtF7oe,there burger without pickle gotta pickle mexico theyre popular lived utah best burger ever crown burger hire artic circle met fry sauce thanks ny tour fantastic,neutral,['none'],"['burger', 'pickle', 'popular', 'best', 'hire', 'fantastic']","['without', 'gotta', 'mexico', ""they're"", 'lived', 'utah', 'ever', 'crown', 'artic', 'circle', 'met', 'fry', 'sauce', 'thanks', 'ny', 'tour']"
cAZ1vEUSenH,remember skitle part,neutral,['none'],"['remember', 'part']",['skitle']
wwxrzSPf0tY,hrefhttpswwwyoutubecomwatchvlpulgxkiuta guy brings caste discrimination nowhere,neutral,['caste discrimination'],['none'],"['guy', 'brings', 'nowhere']"
i0gcWKOG3vA,let goo ❤️ new york 🥰🥰nice job 👍👍,neutral,['none'],"['new', 'york', 'nice', 'job']","['let', 'goo', '❤️', '🥰🥰', '👍👍']"
1UcIH55l2LT,update shut as,neutral,['shut'],['n/a'],"['update', 'as']"
cI_JbBZNtUI,sidecar cocktail sort flavour maybe like strawberry,neutral,['none'],"['like', 'strawberry']","['sidecar', 'cocktail', 'sort', 'flavour', 'maybe']"
eMxTqnEtUyN,ah aly stay hungrybrafrica could day,neutral,['none'],"['stay', 'hungry', 'day']","['ah', 'aly', 'brafrica', 'could']"
VdJJ8nnDYLK,great see u nycbrplease tell brand roasted bean use origin bean theybrthanks,neutral,['none'],"['great', 'thanks']","['see', 'u', 'nyc', 'please', 'tell', 'brand', 'roasted', 'bean', 'use', 'origin']"
89fjrVxSJQA,i’m glad know eagle rare year top shelf 😅,neutral,[''],[''],['']
