video_id,title,description,published_at,channel_title,view_count,like_count,dislike_count,comment_count
iJZ8vVDUJuX,Exploring New Restaurants in NYC #1354,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2024-07-02T19:29:38,Scott-Anderson,435437,4364,963,532
7r6l1CnyqBm,Exploring New Restaurants in NYC #1355,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2022-07-13T05:57:49,Lewis and Sons,310176,2102,389,208
hOtvLPNQM6c,Exploring New Restaurants in NYC #1356,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2021-07-02T06:50:17,Mccormick-Sullivan,24555,9071,987,384
cZTUfVF2Pr7,Exploring New Restaurants in NYC #1357,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2023-02-28T19:46:19,"Cohen, Sheppard and Rush",144270,4837,37,195
yEB4nptNvXU,Exploring New Restaurants in NYC #1358,Chinatown Food Tour: Best Eats in NYC. Discover the best places to eat and drink in New York City.,2020-02-02T10:25:30,Davis PLC,195474,6979,430,600
1OcEie3u1a4,Exploring New Restaurants in NYC #1359,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2022-02-22T01:51:02,Brown and Sons,169642,1152,278,445
OMZcHRiVglq,Exploring New Restaurants in NYC #1360,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2023-11-17T02:39:57,Potter and Sons,67111,5541,927,722
606zPvw3I0P,Exploring New Restaurants in NYC #1361,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2021-06-06T05:51:07,Wallace LLC,423292,9839,24,434
fhf8mFQND5I,Exploring New Restaurants in NYC #1362,NYC's Best Bagels: Where to Find Them. Discover the best places to eat and drink in New York City.,2022-05-17T03:36:34,"Ayers, Chen and Vazquez",91926,5518,195,697
ysQE8UPiDD6,Exploring New Restaurants in NYC #1363,NYC's Best Sushi Restaurants. Discover the best places to eat and drink in New York City.,2020-03-18T07:48:34,"Clark, Alvarado and Rose",154890,5590,219,288
Sayw9ZvG4o8,Exploring New Restaurants in NYC #1364,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2021-06-05T18:26:30,Torres-Smith,103026,5739,735,988
3cIn1I9L5Cr,Exploring New Restaurants in NYC #1365,Vegan and Vegetarian Restaurants in NYC. Discover the best places to eat and drink in New York City.,2024-01-01T14:32:04,"Stewart, Burns and Coleman",145636,5541,913,960
oh53lcXNpLW,Exploring New Restaurants in NYC #1366,Vegan and Vegetarian Restaurants in NYC. Discover the best places to eat and drink in New York City.,2024-04-02T01:17:03,Jackson-Oliver,51956,8768,922,54
3VNFUIxNkhE,Exploring New Restaurants in NYC #1367,Vegan and Vegetarian Restaurants in NYC. Discover the best places to eat and drink in New York City.,2020-11-15T09:24:25,Weaver-Reynolds,329563,7801,401,513
fGZ19W3RaVf,Exploring New Restaurants in NYC #1368,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2024-05-24T21:04:52,"Kirby, White and Mitchell",418103,7532,734,847
HJwxrV3gpiB,Exploring New Restaurants in NYC #1369,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2020-01-02T10:51:20,Le-Whitehead,317446,7176,25,24
HaumYGU08ZR,Exploring New Restaurants in NYC #1370,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2020-01-13T06:12:54,Davis Ltd,282485,628,385,830
pw5TXAgMPyg,Exploring New Restaurants in NYC #1371,NYC's Best Bagels: Where to Find Them. Discover the best places to eat and drink in New York City.,2023-03-15T11:48:34,"Phillips, Holmes and Cardenas",365600,4334,702,231
JXIgxZLHI47,Exploring New Restaurants in NYC #1372,Chinatown Food Tour: Best Eats in NYC. Discover the best places to eat and drink in New York City.,2021-02-05T05:03:02,Butler-Shannon,308357,4822,134,228
4xPv6G1Y2Ih,Exploring New Restaurants in NYC #1373,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2023-08-06T17:43:13,Long-Cline,494410,6294,935,313
a0mpjEGFKVK,Exploring New Restaurants in NYC #1374,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2024-05-01T12:57:38,"King, Morgan and Eaton",346911,1974,205,202
RwVyUpHLpw0,Exploring New Restaurants in NYC #1375,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2021-11-21T07:58:50,Oconnell Ltd,58422,8275,293,206
c5scllNcW9V,Exploring New Restaurants in NYC #1376,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2022-12-01T02:59:23,"Lane, Odonnell and Romero",151729,7286,48,53
GBJsFzogtaQ,Exploring New Restaurants in NYC #1377,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2023-06-14T02:45:01,Murphy-Carter,401498,9763,98,736
CUQUA9iAo6Y,Exploring New Restaurants in NYC #1378,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2020-06-10T17:49:08,"Weiss, Vaughn and Porter",145107,4583,745,647
q3nGSCFxPXB,Exploring New Restaurants in NYC #1379,Top 10 Must-Try Foods in NYC. Discover the best places to eat and drink in New York City.,2024-05-01T16:13:20,Ortiz and Sons,177132,3064,693,428
S8nURASCH2p,Exploring New Restaurants in NYC #1380,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2022-07-20T13:04:15,Shelton-Ward,287764,3761,228,378
NSQRUpJNo36,Exploring New Restaurants in NYC #1381,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2022-07-15T08:41:52,Graham-Lopez,210144,564,631,88
7hTU3SVvh3k,Exploring New Restaurants in NYC #1382,Best Rooftop Bars in New York City. Discover the best places to eat and drink in New York City.,2022-08-27T18:30:04,"Gardner, Nelson and Nichols",288413,4732,364,784
0TrM9m5pmey,Exploring New Restaurants in NYC #1383,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2020-01-24T03:16:58,"Gentry, Knox and Ford",93307,2110,810,798
opbNLAgG9WA,Exploring New Restaurants in NYC #1384,NYC's Best Sushi Restaurants. Discover the best places to eat and drink in New York City.,2022-08-14T04:40:46,Leonard-Davidson,230080,3025,693,556
A4vLMHkaQPC,Exploring New Restaurants in NYC #1385,Top 5 Dessert Spots in New York City. Discover the best places to eat and drink in New York City.,2023-08-22T13:44:04,Fleming-Davis,336069,6197,665,347
ZWctCOfg2Hc,Exploring New Restaurants in NYC #1386,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2023-08-21T04:52:49,"Joseph, Hanna and Edwards",266973,9141,692,713
gGvWrDbhpEG,Exploring New Restaurants in NYC #1387,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2024-02-26T22:13:34,Raymond-Morton,454629,2120,687,703
zEnJdro0Cwe,Exploring New Restaurants in NYC #1388,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2021-02-22T04:27:22,Carter-Murray,404108,5306,61,48
Th7hW7VWwZj,Exploring New Restaurants in NYC #1389,Iconic NYC Foods You Have to Try. Discover the best places to eat and drink in New York City.,2022-10-31T20:31:31,Cunningham PLC,44871,5800,191,956
lG7nUn6kg1g,Exploring New Restaurants in NYC #1390,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2020-05-29T11:53:04,Cooper PLC,75165,9262,955,131
BoFT7qJjdZD,Exploring New Restaurants in NYC #1391,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2021-04-06T08:07:41,Hicks PLC,143754,6872,438,704
eWRx6mfB7XZ,Exploring New Restaurants in NYC #1392,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2022-05-30T11:26:46,Glass-Hudson,401640,3301,574,42
T3TP5cxc3Ia,Exploring New Restaurants in NYC #1393,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2022-05-26T15:55:40,"Cabrera, Brewer and Bennett",443583,998,953,568
d53tWB0ZKvZ,Exploring New Restaurants in NYC #1394,Top 10 Must-Try Foods in NYC. Discover the best places to eat and drink in New York City.,2023-12-11T00:01:46,"Carlson, Peterson and Harrison",367243,1849,506,251
ZGvKyLcJ7pO,Exploring New Restaurants in NYC #1395,NYC's Best Bagels: Where to Find Them. Discover the best places to eat and drink in New York City.,2023-09-25T05:35:28,Williamson-Harrison,324855,4767,399,51
5Z1AxGyJbH8,Exploring New Restaurants in NYC #1396,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2022-07-12T22:00:28,"Smith, Dunn and Moore",262800,6797,438,955
3k8wpPDWEud,Exploring New Restaurants in NYC #1397,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2023-05-24T16:02:01,Powell-Sweeney,178619,942,927,231
sloBzcbVMxA,Exploring New Restaurants in NYC #1398,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2022-09-07T06:03:18,Smith Group,178929,8291,914,189
Lkno5jNA93s,Exploring New Restaurants in NYC #1399,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2021-01-24T17:46:46,Phillips-Espinoza,93748,53,733,203
yJDfAKKDHlL,Exploring New Restaurants in NYC #1400,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2021-07-15T11:30:41,"Myers, Stanley and Mitchell",185680,3089,279,929
LozIoID68N7,Exploring New Restaurants in NYC #1401,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2021-11-11T08:50:28,"Herman, Brown and Johnston",125188,324,63,185
I2CBKIbFPWn,Exploring New Restaurants in NYC #1402,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2023-03-26T09:37:45,Gaines PLC,475812,4809,28,467
7JO3A0lAauQ,Exploring New Restaurants in NYC #1403,Vegan and Vegetarian Restaurants in NYC. Discover the best places to eat and drink in New York City.,2021-09-03T09:35:21,Mcmahon-Bender,55833,7137,355,580
arySkB8vf6e,Exploring New Restaurants in NYC #1404,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2021-10-21T16:33:24,Hines-Hicks,67464,6277,759,780
vFpDX1RTsHm,Exploring New Restaurants in NYC #1405,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2022-06-08T10:38:49,Allen-Wilkerson,291672,3294,763,755
gATLWTgt6z5,Exploring New Restaurants in NYC #1406,Foodie Guide to NYC's Best Pizza. Discover the best places to eat and drink in New York City.,2024-01-12T10:52:22,"Velasquez, Li and Williams",332293,1952,428,741
U3hlhvVGEke,Exploring New Restaurants in NYC #1407,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2021-07-02T15:01:42,"Chavez, Ortega and Phillips",258872,522,103,979
EKnQrDvYZxX,Exploring New Restaurants in NYC #1408,Foodie Guide to NYC's Best Pizza. Discover the best places to eat and drink in New York City.,2023-04-22T04:55:01,"Stewart, Robinson and Gutierrez",161728,1919,224,79
SJ2BwH7k9Ro,Exploring New Restaurants in NYC #1409,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2024-05-08T13:58:25,Chavez-Bennett,122787,2865,217,505
z6Dx0LvmeO8,Exploring New Restaurants in NYC #1410,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2022-07-23T06:33:25,"Gross, Johnson and Henry",56181,3895,764,589
46U1jmaHjo0,Exploring New Restaurants in NYC #1411,Chinatown Food Tour: Best Eats in NYC. Discover the best places to eat and drink in New York City.,2020-12-23T21:23:01,Bautista-Holder,244627,4033,691,60
VPk1ovAX5dT,Exploring New Restaurants in NYC #1412,Foodie Guide to NYC's Best Pizza. Discover the best places to eat and drink in New York City.,2023-01-07T00:32:11,"Reynolds, Nelson and Jones",358967,8948,518,909
eeCgYPXlzgw,Exploring New Restaurants in NYC #1413,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2020-06-29T23:02:04,Garcia-Page,467214,7440,212,967
344hH5usS9G,Exploring New Restaurants in NYC #1414,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2021-02-11T01:20:43,Williams-Morales,485746,7980,893,250
eYc1EtAS0NP,Exploring New Restaurants in NYC #1415,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2022-01-22T20:19:34,"Crawford, Edwards and Robles",209798,8809,388,948
PKhYDAx76Gl,Exploring New Restaurants in NYC #1416,Iconic NYC Foods You Have to Try. Discover the best places to eat and drink in New York City.,2021-01-26T02:11:44,Santos Ltd,387998,348,357,470
vE1YMqcxOqg,Exploring New Restaurants in NYC #1417,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2022-11-01T14:10:00,Townsend Inc,153352,7812,771,228
71pPrEBIZsO,Exploring New Restaurants in NYC #1418,Foodie Guide to NYC's Best Pizza. Discover the best places to eat and drink in New York City.,2023-04-13T20:07:36,Acevedo PLC,95548,8066,752,783
XS6pJDZszEj,Exploring New Restaurants in NYC #1419,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2022-06-20T17:51:57,Palmer-Munoz,325305,9660,626,633
6ckB9C0sPjA,Exploring New Restaurants in NYC #1420,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2022-02-22T20:21:15,Adkins LLC,429961,5400,596,386
nYS8NW4xOr7,Exploring New Restaurants in NYC #1421,Foodie Guide to NYC's Best Pizza. Discover the best places to eat and drink in New York City.,2021-08-11T14:56:01,Scott-Phillips,384155,3290,85,889
0ax0zMA38Lu,Exploring New Restaurants in NYC #1422,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2021-04-10T14:27:55,Kelly-Boyd,468163,2912,321,949
PgrAQeV1Cec,Exploring New Restaurants in NYC #1423,Chinatown Food Tour: Best Eats in NYC. Discover the best places to eat and drink in New York City.,2020-11-24T12:51:01,"Martinez, Phillips and Romero",259250,7917,897,281
Y7GQy6oCAnj,Exploring New Restaurants in NYC #1424,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2020-08-21T21:24:49,"Copeland, Nunez and Galloway",401586,6213,222,794
26XbY6Plwzi,Exploring New Restaurants in NYC #1425,Chinatown Food Tour: Best Eats in NYC. Discover the best places to eat and drink in New York City.,2023-03-01T02:24:53,Reed Inc,153158,8494,191,292
2CrTmwyLm6m,Exploring New Restaurants in NYC #1426,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2023-11-09T21:40:00,Mitchell-Rocha,409523,4360,558,864
JOdNtPU07Pb,Exploring New Restaurants in NYC #1427,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2021-03-07T15:28:59,"Reyes, Underwood and Hernandez",200158,4348,173,983
H9UxSn5E92W,Exploring New Restaurants in NYC #1428,Best Rooftop Bars in New York City. Discover the best places to eat and drink in New York City.,2023-02-07T10:21:57,"Wilson, Benton and Mccoy",64634,1518,73,639
55yB1CnHbaT,Exploring New Restaurants in NYC #1429,Top 10 Must-Try Foods in NYC. Discover the best places to eat and drink in New York City.,2020-07-08T07:09:35,Fowler-Salas,8541,1540,985,773
7bN0B2TeigT,Exploring New Restaurants in NYC #1430,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2021-09-23T15:10:41,Hart Group,453970,1688,214,361
x3DMQHqq4z3,Exploring New Restaurants in NYC #1431,Vegan and Vegetarian Restaurants in NYC. Discover the best places to eat and drink in New York City.,2023-11-20T02:54:13,Graham Group,104336,7769,571,884
2VV2YTuVVdJ,Exploring New Restaurants in NYC #1432,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2023-08-11T00:22:25,"Davis, Peterson and Velez",222523,9609,427,213
uuN55cPiJPH,Exploring New Restaurants in NYC #1433,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2022-06-14T18:38:01,Daniel-Contreras,409524,1745,957,853
pD1nUvw4eAD,Exploring New Restaurants in NYC #1434,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2022-02-11T23:18:15,"Lyons, Williams and Snyder",351946,9844,867,78
k2br6hVCZG4,Exploring New Restaurants in NYC #1435,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2024-01-06T05:13:32,Gibson Ltd,425875,312,90,417
Ybu5txog1Wb,Exploring New Restaurants in NYC #1436,NYC's Best Sushi Restaurants. Discover the best places to eat and drink in New York City.,2021-08-27T21:57:52,Henson Ltd,490952,6240,583,253
p00pSj7Ctci,Exploring New Restaurants in NYC #1437,NYC's Best Bagels: Where to Find Them. Discover the best places to eat and drink in New York City.,2020-11-27T23:28:39,"Vazquez, Hayes and Castro",349867,2775,324,743
xcmgQcA5fy3,Exploring New Restaurants in NYC #1438,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2023-12-26T01:45:45,Reed and Sons,253533,8162,597,500
i0jHlTJUc2i,Exploring New Restaurants in NYC #1439,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2022-10-26T19:22:43,Lee Group,192405,6261,975,634
oUhcigqMg4O,Exploring New Restaurants in NYC #1440,Best Rooftop Bars in New York City. Discover the best places to eat and drink in New York City.,2022-10-20T16:20:25,Williams Group,332662,5487,967,772
X3SQiy5ZKuK,Exploring New Restaurants in NYC #1441,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2021-07-31T21:27:52,Brown Group,306173,7521,470,672
O4n2B48GY1e,Exploring New Restaurants in NYC #1442,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2024-05-02T23:06:19,Blankenship-Evans,246865,4948,808,40
5zM5PFlC4HX,Exploring New Restaurants in NYC #1443,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2023-02-14T07:39:02,Johnson-Williams,317357,8073,176,396
XSkQ3X19Ckb,Exploring New Restaurants in NYC #1444,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2022-07-20T22:55:32,Garcia-Williams,63151,1644,457,960
OLHk2Cg7bbE,Exploring New Restaurants in NYC #1445,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2022-04-26T13:17:51,Gallegos and Sons,155484,6175,365,944
dbNNImoPx5y,Exploring New Restaurants in NYC #1446,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2022-03-29T10:24:34,"Anderson, Johnson and Ruiz",478421,5556,922,91
F7322Cm6cFM,Exploring New Restaurants in NYC #1447,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2022-01-14T15:03:04,"King, Spears and Wright",179068,5439,556,533
J2MxtgjsSZe,Exploring New Restaurants in NYC #1448,Michelin Star Restaurants in NYC. Discover the best places to eat and drink in New York City.,2021-07-10T13:12:45,Perez-Paul,336110,2721,559,807
Bfd1FbHxGDx,Exploring New Restaurants in NYC #1449,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2020-02-15T07:57:28,"Hernandez, Robinson and Stewart",231904,1285,338,853
MiCOdF1spN4,Exploring New Restaurants in NYC #1450,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2022-12-10T09:29:45,Snyder Group,350205,9581,7,316
srRP3NNuumD,Exploring New Restaurants in NYC #1451,Iconic NYC Foods You Have to Try. Discover the best places to eat and drink in New York City.,2021-06-03T17:05:22,Fritz LLC,273134,6950,646,830
rBz3IPdveMR,Exploring New Restaurants in NYC #1452,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2020-03-05T19:40:20,Braun Group,316907,1229,630,665
u1J3LO8Ro69,Exploring New Restaurants in NYC #1453,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2023-09-09T07:00:36,Richards and Sons,86031,8598,302,353
QU8zV6sWbs9,Exploring New Restaurants in NYC #1454,Top 10 Must-Try Foods in NYC. Discover the best places to eat and drink in New York City.,2020-08-14T00:57:23,Hall Group,89049,5096,435,245
Jiih9Gflhie,Exploring New Restaurants in NYC #1455,Chinatown Food Tour: Best Eats in NYC. Discover the best places to eat and drink in New York City.,2020-12-11T14:49:18,"Roberts, Whitaker and Lopez",244438,6247,284,817
hUWbf3vTpKM,Exploring New Restaurants in NYC #1456,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2020-09-05T13:45:38,"Lee, Wyatt and Elliott",119217,2162,434,393
qwnHiNUHQmq,Exploring New Restaurants in NYC #1457,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2020-06-23T20:28:24,"Mcneil, Wells and Carrillo",464847,7221,255,148
iXjeal9wYkP,Exploring New Restaurants in NYC #1458,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2024-01-10T00:52:52,"Hamilton, Farmer and Leonard",47173,869,456,805
wsdnasq8pVC,Exploring New Restaurants in NYC #1459,Vegan and Vegetarian Restaurants in NYC. Discover the best places to eat and drink in New York City.,2023-09-21T08:06:38,Frost-Garcia,173914,4856,900,701
3t7eOXUT22R,Exploring New Restaurants in NYC #1460,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2020-07-31T12:10:11,Bishop-Mitchell,297721,8203,19,825
kM1mgHwn0jH,Exploring New Restaurants in NYC #1461,Brooklyn's Best Restaurants and Cafes. Discover the best places to eat and drink in New York City.,2024-01-27T20:39:49,Hughes and Sons,257495,1278,840,221
Qfmn8H8xWH4,Exploring New Restaurants in NYC #1462,Best Rooftop Bars in New York City. Discover the best places to eat and drink in New York City.,2022-09-04T09:09:47,"Martin, Walker and Warren",88221,9824,467,405
o0KYTcubdkx,Exploring New Restaurants in NYC #1463,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2023-09-04T15:50:34,"Lopez, Huffman and Barnett",127642,3259,649,610
4Boedjl7ano,Exploring New Restaurants in NYC #1464,NYC Street Food Tour: Best Eats in the City. Discover the best places to eat and drink in New York City.,2023-09-11T02:37:00,"Arnold, Macias and Hoffman",18007,6752,906,862
r8zYitJm02R,Exploring New Restaurants in NYC #1465,NYC's Best Sushi Restaurants. Discover the best places to eat and drink in New York City.,2023-11-21T08:34:42,Welch-Wright,255443,2423,303,258
pDKjfR6qZnl,Exploring New Restaurants in NYC #1466,Top 10 Must-Try Foods in NYC. Discover the best places to eat and drink in New York City.,2022-03-27T08:59:20,"Sexton, Taylor and Davis",203617,487,520,883
B2ge2ChNptn,Exploring New Restaurants in NYC #1467,Top 5 Dessert Spots in New York City. Discover the best places to eat and drink in New York City.,2020-08-14T18:44:32,Duffy-James,137918,5188,985,65
5D1yZmodzgc,Exploring New Restaurants in NYC #1468,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2020-02-06T12:03:16,York Group,106075,6286,907,819
CCTmCS0w7By,Exploring New Restaurants in NYC #1469,Foodie Guide to NYC's Best Pizza. Discover the best places to eat and drink in New York City.,2020-01-11T13:04:25,Lindsey Ltd,336574,2548,269,709
CXHgmaKlrrj,Exploring New Restaurants in NYC #1470,Best Rooftop Bars in New York City. Discover the best places to eat and drink in New York City.,2023-08-13T13:51:21,"Rice, Lynch and Sanchez",350596,8814,689,107
VHEG2xCofGV,Exploring New Restaurants in NYC #1471,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2020-10-19T07:28:29,Glover LLC,310213,7861,841,119
rzMxFGiCVje,Exploring New Restaurants in NYC #1472,Top 10 Steakhouses in NYC. Discover the best places to eat and drink in New York City.,2020-07-27T21:19:52,Vasquez-Smith,239545,3638,583,59
zfXOmFLKlZb,Exploring New Restaurants in NYC #1473,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2022-08-12T22:46:26,Andrews-Jackson,460691,7386,106,938
eKuE54qecKx,Exploring New Restaurants in NYC #1474,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2023-09-26T03:27:18,Edwards-Steele,326872,5352,891,806
UN2FjiYN1Yf,Exploring New Restaurants in NYC #1475,Top 5 Dessert Spots in New York City. Discover the best places to eat and drink in New York City.,2021-10-10T20:13:59,"Pham, Young and Smith",182599,3150,46,902
3zPzuTAaJ5g,Exploring New Restaurants in NYC #1476,NYC's Best Sushi Restaurants. Discover the best places to eat and drink in New York City.,2022-07-20T16:31:56,White LLC,214456,8325,894,551
gBuwlusyViC,Exploring New Restaurants in NYC #1477,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2022-03-31T11:55:27,Reyes-Maldonado,175172,9954,295,729
Lk6Q8VKdU1H,Exploring New Restaurants in NYC #1478,NYC's Best Seafood Restaurants. Discover the best places to eat and drink in New York City.,2023-02-27T10:31:46,Robinson-Clark,234068,2337,671,680
PEGvbwSJXub,Exploring New Restaurants in NYC #1479,Iconic NYC Foods You Have to Try. Discover the best places to eat and drink in New York City.,2021-09-18T08:13:34,Gonzalez-Kennedy,313075,681,800,502
XMnte4L2Q8g,Exploring New Restaurants in NYC #1480,Best Hidden Gem Restaurants in New York City. Discover the best places to eat and drink in New York City.,2023-09-14T13:31:53,Harrell and Sons,266724,3110,413,854
9bY8SYsIb2U,Exploring New Restaurants in NYC #1481,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2023-08-05T06:18:40,Fields-Robinson,356404,3854,212,311
oGsS0INVhVS,Exploring New Restaurants in NYC #1482,Luxury Dining in NYC: Top 5 Spots. Discover the best places to eat and drink in New York City.,2022-11-14T23:57:38,Hamilton and Sons,78272,3765,238,766
R6vZk5b1Xyc,Exploring New Restaurants in NYC #1483,Top 5 Dessert Spots in New York City. Discover the best places to eat and drink in New York City.,2022-06-23T07:43:19,Jackson-Jones,223445,1147,704,241
hxz5Y7H7dcq,Exploring New Restaurants in NYC #1484,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2021-11-19T06:45:11,Murphy-Rivera,472206,3551,903,112
FbtZA7TSjce,Exploring New Restaurants in NYC #1485,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2024-01-20T17:40:14,Bush-Hodges,475248,9398,41,682
w7pdoAdlLWw,Exploring New Restaurants in NYC #1486,Iconic NYC Foods You Have to Try. Discover the best places to eat and drink in New York City.,2024-05-07T08:25:08,Peterson-James,203317,8356,891,19
kejpFP7N4Xs,Exploring New Restaurants in NYC #1487,Best Bars in NYC for Craft Cocktails. Discover the best places to eat and drink in New York City.,2020-12-11T22:19:50,"Rodriguez, Griffin and Reynolds",95878,2678,611,120
EPahbVKn7iL,Exploring New Restaurants in NYC #1488,NYC's Best Bagels: Where to Find Them. Discover the best places to eat and drink in New York City.,2023-12-15T17:33:16,Cabrera-Baker,155992,7667,70,396
L4lQcr65B91,Exploring New Restaurants in NYC #1489,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2024-04-01T09:00:22,Johnson-Robinson,152985,6760,523,126
qSy15EISulR,Exploring New Restaurants in NYC #1490,Ultimate Guide to NYC Food Trucks. Discover the best places to eat and drink in New York City.,2021-06-12T00:00:10,Gilbert and Sons,196341,7306,16,653
ouzQJPQFPLX,Exploring New Restaurants in NYC #1491,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2020-05-08T09:23:16,"Reyes, Smith and Hartman",351423,3487,506,816
enecB4rsTZf,Exploring New Restaurants in NYC #1492,Affordable Eats in NYC: Top Picks. Discover the best places to eat and drink in New York City.,2022-05-04T05:42:09,Black-Hernandez,120027,3381,912,277
Y7b0QTTu1ZA,Exploring New Restaurants in NYC #1493,New York City's Best Brunch Spots. Discover the best places to eat and drink in New York City.,2023-10-18T23:24:02,Munoz Inc,204960,3247,705,811
